path,root,family_or_bridge,dice,kind
work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward_validation/route_family_summary.json,work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward_validation,bridge_6,0.8816469858187549,route_or_propagation
work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward_validation/route_family_summary.json,work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward_validation,direct,0.8330203685327636,route_or_propagation
work/kvasir_1pct_anchors/joint_original_mask_text01/sam3enc_original_mask_joint/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/joint_original_mask_text01/sam3enc_original_mask_joint/eval_base_no_ft_b7_forward,bridge_1,0.8482619494857692,route_or_propagation
work/kvasir_1pct_anchors/joint_original_mask_text01/sam3enc_original_mask_joint/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/joint_original_mask_text01/sam3enc_original_mask_joint/eval_base_no_ft_b7_forward,bridge_2,0.8637801799985428,route_or_propagation
work/kvasir_1pct_anchors/joint_original_mask_text01/sam3enc_original_mask_joint/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/joint_original_mask_text01/sam3enc_original_mask_joint/eval_base_no_ft_b7_forward,bridge_3,0.881647071657538,route_or_propagation
work/kvasir_1pct_anchors/joint_original_mask_text01/sam3enc_original_mask_joint/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/joint_original_mask_text01/sam3enc_original_mask_joint/eval_base_no_ft_b7_forward,bridge_4,0.8824818648384389,route_or_propagation
work/kvasir_1pct_anchors/joint_original_mask_text01/sam3enc_original_mask_joint/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/joint_original_mask_text01/sam3enc_original_mask_joint/eval_base_no_ft_b7_forward,bridge_5,0.8881353632574519,route_or_propagation
work/kvasir_1pct_anchors/joint_original_mask_text01/sam3enc_original_mask_joint/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/joint_original_mask_text01/sam3enc_original_mask_joint/eval_base_no_ft_b7_forward,bridge_6,0.8774009433536181,route_or_propagation
work/kvasir_1pct_anchors/joint_original_mask_text01/sam3enc_original_mask_joint/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/joint_original_mask_text01/sam3enc_original_mask_joint/eval_base_no_ft_b7_forward,direct,0.7889968670830129,route_or_propagation
work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_patch_correspondence/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_patch_correspondence/eval_base_no_ft_b7_forward,bridge_1,0.693378656276122,lora_or_lora_eval
work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_patch_correspondence/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_patch_correspondence/eval_base_no_ft_b7_forward,bridge_2,0.7212226671184034,lora_or_lora_eval
work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_patch_correspondence/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_patch_correspondence/eval_base_no_ft_b7_forward,bridge_3,0.7500944748291228,lora_or_lora_eval
work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_patch_correspondence/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_patch_correspondence/eval_base_no_ft_b7_forward,bridge_4,0.7703056103279592,lora_or_lora_eval
work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_patch_correspondence/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_patch_correspondence/eval_base_no_ft_b7_forward,bridge_5,0.8032312812374708,lora_or_lora_eval
work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_patch_correspondence/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_patch_correspondence/eval_base_no_ft_b7_forward,bridge_6,0.8122178477472367,lora_or_lora_eval
work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_patch_correspondence/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_patch_correspondence/eval_base_no_ft_b7_forward,direct,0.6705697497253843,lora_or_lora_eval
work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward,bridge_1,0.6461861461257662,lora_or_lora_eval
work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward,bridge_2,0.738358800782002,lora_or_lora_eval
work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/lora_experiment/test_eval/ft3ep_1pct_e1/anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward,bridge_3,0.7607482968899931,lora_or_lora_eval
